,Time,Left Leg-->CD8+ A,Left Leg-->CD8+ N,Left Leg-->DC A,Left Leg-->DC N,Left Leg-->Ag,Right Leg-->CD8+ A,Right Leg-->CD8+ N,Right Leg-->DC A,Right Leg-->DC N,Right Leg-->Ag,Inguinal-->CD8+ A,Inguinal-->CD8+ N,Inguinal-->DC A,Inguinal-->DC N,Inguinal-->Ag,Mesenteric-->CD8+ A,Mesenteric-->CD8+ N,Mesenteric-->DC A,Mesenteric-->DC N,Mesenteric-->Ag,Left Axillary-->CD8+ A,Left Axillary-->CD8+ N,Left Axillary-->DC A,Left Axillary-->DC N,Left Axillary-->Ag,Right Axillary-->CD8+ A,Right Axillary-->CD8+ N,Right Axillary-->DC A,Right Axillary-->DC N,Right Axillary-->Ag,Cervical-->CD8+ A,Cervical-->CD8+ N,Cervical-->DC A,Cervical-->DC N,Cervical-->Ag,Blood-->CD8+ A,Blood-->CD8+ N,Blood-->DC A,Blood-->DC N,Blood-->Ag,Spleen-->CD8+ A,Spleen-->CD8+ N,Spleen-->DC A,Spleen-->DC N,Spleen-->Ag
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.204081632653,0.0,0.177410050037,0.0,0.00712315835576,0.0,0.0,0.177410050037,0.0,0.00712315835576,0.0,0.0,0.107162252769,0.0,0.0106848533319,0.0,0.0,0.106537181589,0.0,0.0106853682765,0.0,0.0,0.177431033069,0.0,0.00712340785924,0.0,0.0,0.0625612938458,0.0,0.0106850981189,0.0,0.0,0.141502501197,0.0,0.0106851050905,0.0,0.0,0.035549200163,0.0,0.00142715587772,0.0,0.0,0.262074200895,0.0,0.0106944807657,0.0
2,0.408163265306,0.0,0.341000221872,0.0,0.0137392406262,0.0,0.0,0.341000221872,0.0,0.0137392406262,0.0,0.0,0.205976831056,0.0,0.0206090844911,0.0,0.0,0.204775369569,0.0,0.020610078606,0.0,0.0,0.341040589247,0.0,0.0137397222996,0.0,0.0,0.120249213596,0.0,0.0206095570592,0.0,0.0,0.271982278436,0.0,0.0206095705179,0.0,0.0,0.0682686757499,0.0,0.00275027841105,0.0,0.0,0.503508590593,0.0,0.0206184474806,0.0
3,0.612244897959,0.0,0.491828479755,0.0,0.0198839951741,0.0,0.0,0.491828479755,0.0,0.0198839951741,0.0,0.0,0.297082736314,0.0,0.0298263163901,0.0,0.0,0.29534984959,0.0,0.0298277555394,0.0,0.0,0.491886719269,0.0,0.0198846924777,0.0,0.0,0.173436812454,0.0,0.0298270005123,0.0,0.0,0.39228313312,0.0,0.0298270199961,0.0,0.0,0.0984356561143,0.0,0.00397914209076,0.0,0.0,0.726108322486,0.0,0.0298354337743,0.0
4,0.816326530612,0.0,0.630890371443,0.0,0.0255909984589,0.0,0.0,0.630890371443,0.0,0.0255909984589,0.0,0.0,0.3810813166,0.0,0.0383869142651,0.0,0.0,0.378858462017,0.0,0.0383887667445,0.0,0.0,0.630965088862,0.0,0.0255918960313,0.0,0.0,0.222475157228,0.0,0.0383877948702,0.0,0.0,0.503199115703,0.0,0.0383878199499,0.0,0.0,0.126249259579,0.0,0.00512046173209,0.0,0.0,0.93134267473,0.0,0.0383958035407,0.0
5,1.02040816327,0.0,0.759103837687,0.0,0.0308914365505,0.0,0.0,0.759103837687,0.0,0.0308914365505,0.0,0.0,0.458527042436,0.0,0.0463376577285,0.0,0.0,0.455852443117,0.0,0.0463398940926,0.0,0.0,0.759193747544,0.0,0.0308925201245,0.0,0.0,0.267687947633,0.0,0.0463387208192,0.0,0.0,0.605462377161,0.0,0.046338751096,0.0,0.0,0.151893082381,0.0,0.00618047410629,0.0,0.0,1.12056638925,0.0,0.046346335146,0.0
6,1.22448979592,0.0,0.877315180694,0.0,0.035814273048,0.0,0.0,0.877315180694,0.0,0.035814273048,0.0,0.0,0.529931111989,0.0,0.053721992651,0.0,0.0,0.526840009213,0.0,0.053724585552,0.0,0.0,0.877419097805,0.0,0.035815529373,0.0,0.0,0.309373620999,0.0,0.0537232252271,0.0,0.0,0.699747929463,0.0,0.0537232603309,0.0,0.0,0.175536392417,0.0,0.00716497152206,0.0,0.0,1.2950284803,0.0,0.0537304733031,0.0
7,1.42857142857,0.0,0.986304660501,0.0,0.0403864076069,0.0,0.0,0.986304660501,0.0,0.0403864076069,0.0,0.0,0.595764831485,0.0,0.0605802689539,0.0,0.0,0.592289717377,0.0,0.0605831929921,0.0,0.0,0.986421492137,0.0,0.0403878243761,0.0,0.0,0.347807325751,0.0,0.0605816589412,0.0,0.0,0.786678109236,0.0,0.0605816985281,0.0,0.0,0.19733524857,0.0,0.0080793335286,0.0,0.0,1.45588049388,0.0,0.0605885668581,0.0
8,1.63265306122,0.0,1.08679170382,0.0,0.044632824538,0.0,0.0,1.08679170382,0.0,0.044632824538,0.0,0.0,0.656462761548,0.0,0.0669499635103,0.0,0.0,0.652633593423,0.0,0.0669531950956,0.0,0.0,1.0869204425,0.0,0.0446343903214,0.0,0.0,0.383242758248,0.0,0.0669514996949,0.0,0.0,0.866826732353,0.0,0.0669515434455,0.0,0.0,0.217433542519,0.0,0.00892855663342,0.0,0.0,1.60418419516,0.0,0.0669580916855,0.0
9,1.83673469388,0.0,1.179439602,0.0,0.0485767279699,0.0,0.0,1.179439602,0.0,0.0485767279699,0.0,0.0,0.712425554941,0.0,0.0728658828909,0.0,0.0,0.708269953083,0.0,0.0728694001137,0.0,0.0,1.17957931884,0.0,0.0485784321517,0.0,0.0,0.415913819443,0.0,0.0728675548578,0.0,0.0,0.940722841026,0.0,0.0728676024755,0.0,0.0,0.235963938377,0.0,0.00971728133282,0.0,0.0,1.74091850201,0.0,0.0728738534286,0.0
